Nbr of Oscars,Oscar,Nbr of Baftas,Bafta,Multiple Oscars,Oscar Winner?,Film,Foreign Gross,Genre,Lead Studio,Story,Year,Audience  score %,Box Office Average per US Cinema (Opening Weekend),Budget (M),Margin,Profit (M),Domestic Gross (M),Number of Theatres in US Opening Weekend,Opening Weekend (M),Profitability,Rotten Tomatoes %,Worldwide Gross (M)
1,Animated,1,Animated,No,Yes,WALL-E,297.5,Animation,Disney,Love,2008,89,15803,180,0.65,341.3,223.8,3992,63.1,2.896,0.96,521
1,supporting actor,1,Supporting Actor,No,Yes,The Dark Knight,468.58,Thriller,Warner Bros.,Revenge,2008,96,36283,185,0.81,814.5,530.9,4366,158.4,5.4027,0.94,999
1,Best Actress,0,,No,Yes,The Blind Side,53.24,Biography,Warner Bros.,Rags to Riches,2009,90,10971,29,0.91,280,255.8,3110,34.1,10.65655172,0.65,309
1,Animated,1,Animated,No,Yes,Up,438.3,Animation,Disney,Journey and Return,2009,86,18085,175,0.76,556.3,293,3766,68.1,4.178857143,0.98,731
1,supporting actor,1,Supporting Actor,No,Yes,Inglourious Basterds,200.91,Adventure,Universal,Underdog,2009,87,12024,70,0.78,251.4,120.5,3135,38,4.591571429,0.88,321
1,Best Actress,0,,No,Yes,Black Swan,222.44,Drama,Fox,Wretched Excess,2010,86,8742,13,0.96,316.4,107,959,8.4,25.33769231,0.88,329
1,orig. screenplay,0,,No,Yes,Midnight in Paris,91.86,Romance,Sony,Love,2011,84,6177,17,0.89,131.7,56.8,944,5.8,8.744705882,0.93,149
1,supporting actor,0,,No,Yes,Beginners,8.52,Comedy,Independent,Love,2011,80,28268,3.2,0.78,11.1,5.8,5,0.1,4.471875,0.84,14
1,supporting actress,0,,No,Yes,The Help,37.02,Drama,DreamWorks Pictures,Maturation,2011,91,10278,25,0.88,181.2,169.2,2534,26,8.24976,0.75,206
2,"Best Actor, Original Screenplay",0,,Yes,Yes,Milk,18.32,Biography,Universal,Quest,2008,88,40385,20,0.6,30.2,31.8,36,1.5,2.508,0.94,50
2,"Sup. Actor, Sup. Actress",0,,Yes,Yes,The Fighter,35,Drama,Paramount,Underdog,2010,88,4848,25,0.8,103,93,2503,12,5.12,0.91,128
3,"Best Picture, Director, Adapted Screenplay",3,"Best Film, Director, Adapted Screenplay",Yes,Yes,Slumdog Millionaire,234.48,Crime,Independent,Underdog,2008,90,,15,0.96,360.8,141.3,,4.3,25.0527,0.94,376
3,"Best Picture, Director, Original Screenplay",2,"Film, Director, Original Screenplay",Yes,Yes,The Hurt Locker,32.21,Drama,Independent,Quest,2009,83,36338,15,0.7,34.2,17,4,0.1,3.281333333,0.97,49
3,"Picture, Actor, Director",0,,Yes,Yes,The Artist,65.29,Drama,Weinstein Company,,2011,91,3583,16,0.85,89.7,40.5,662,2.4,6.60875,0.97,106
4,"Best Picture, Director, Supporting Actor, Adapted Screenplay",2,"Supporting Actor, Director",Yes,Yes,No Country for Old Men,86.72,Drama,Paramount,Pursuit,2007,84,9042,25,0.84,136,74.3,860,7.8,6.44,0.95,161
4,"Best Picture, Director,  Actor, Orig. Screenplay",0,,Yes,Yes,The King's Speech,288.57,Biography,Independent,Maturation,2010,93,6406,15,0.96,412.4,138.8,700,4.4,28.49066667,0.95,427
